title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history,country
SEAT IBIZA,3350,65000,2013,4.0,Petrol,Hatchback,1.4,Manual,3.0,3.0,Euro 5,Unknown,Spain
AUDI A3,2499,85578,2008,5.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,Germany
VAUXHALL CORSA,2100,77502,2012,5.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
AUDI A3,1800,130500,2011,2.0,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 5,full,Germany
PEUGEOT 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
KIA SPORTAGE,10198,50028,2016,2.8075571177504393,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,Unknown,South Korea
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL ASTRA,2300,64000,2010,6.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
VAUXHALL CORSA,1500,96270,2008,9.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
FORD KA,1195,45000,2005,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 3,Unknown,United States
VAUXHALL ASTRA,3250,78000,2011,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
CITROEN DS3,5299,54000,2014,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 5,full,France
VOLKSWAGEN PASSAT,2250,49000,2005,2.8075571177504393,Diesel,Saloon,1.9,Automatic,4.0,5.0,Euro 3,Unknown,Germany
VAUXHALL ZAFIRA,2495,95000,2011,2.0,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 5,full,United Kingdom
FORD FIESTA,7699,58000,2015,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 5,Unknown,United States
FIAT GRANDE PUNTO,1999,76850,2009,3.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,full,Italy
MERCEDES-BENZ B CLASS,2299,99000,2009,4.0,Diesel,MPV,2.0,Manual,5.0,5.0,Euro 4,Unknown,Germany
VAUXHALL INSIGNIA,2950,79000,2011,4.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FORD FOCUS,8975,86500,2017,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,United States
MERCEDES-BENZ A CLASS,15900,62402,2019,1.0,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6,Unknown,Germany
VAUXHALL INSIGNIA,3450,147000,2016,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
BMW 3 SERIES,4000,114121,2006,2.8075571177504393,Petrol,Coupe,3.0,Automatic,2.0,4.0,Euro 4,Unknown,Germany
RENAULT CLIO,1899,82000,2009,2.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,France
PEUGEOT 508,3995,91000,2011,2.8075571177504393,Diesel,Saloon,2.2,Automatic,4.0,5.0,Euro 5,Unknown,France
HYUNDAI I20,5799,69550,2016,2.8075571177504393,Petrol,Coupe,1.2,Manual,3.0,5.0,Euro 6,Unknown,South Korea
SAAB 9-3,2000,138000,2008,6.0,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 4,Unknown,Sweden
VOLKSWAGEN GOLF,2485,77720,2006,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,Germany
SKODA FABIA,1995,84000,2008,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Czech Republic
VOLKSWAGEN GOLF,2490,59042,2006,3.0,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 4,Unknown,Germany
VOLKSWAGEN POLO,3495,127000,2015,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6,Unknown,Germany
HONDA CIVIC,9198,78691,2018,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,Japan
BMW 3 SERIES,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
VAUXHALL ADAM,2745,120000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
PEUGEOT 1007,1990,56817,2008,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,France
NISSAN MICRA,1650,85285,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Japan
VAUXHALL CORSA,2250,82000,2010,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN POLO,3795,87009,2009,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Germany
FORD MONDEO,5450,69756,2012,4.0,Diesel,Hatchback,2.2,Manual,5.0,5.0,Euro 5,Unknown,United States
AUDI A6 AVANT,2600,234680,2011,1.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5,Unknown,Germany
BMW 3 SERIES,2999,77708,2001,7.0,Petrol,Coupe,2.2,Manual,2.0,5.0,Euro 3,Unknown,Germany
VAUXHALL MERIVA,1990,68840,2011,4.0,Petrol,MPV,1.4,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FORD FOCUS,798,140599,2008,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
BMW 3 SERIES,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
FORD FOCUS,8975,86500,2017,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,United States
FORD FOCUS,2395,109000,2009,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United States
BMW 3 SERIES,1789,119300,2002,2.8075571177504393,Petrol,Saloon,2.2,Manual,4.0,5.0,Euro 3,Unknown,Germany
MERCEDES-BENZ B CLASS,5995,78000,2013,2.8075571177504393,Diesel,MPV,1.8,Automatic,5.0,5.0,Euro 5,Unknown,Germany
NISSAN QASHQAI,3795,120090,2011,2.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,Unknown,Japan
NISSAN ALMERA TINO,990,93000,2004,3.0,Petrol,MPV,1.8,Manual,5.0,5.0,Euro 3,Unknown,Japan
MERCEDES-BENZ C CLASS,3100,140000,2012,2.0,Diesel,Coupe,2.1,Manual,2.0,4.0,Euro 5,Unknown,Germany
FORD KA,1950,88000,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 4,Unknown,United States
VAUXHALL CORSA,2250,77000,2009,7.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
SKODA FABIA,2495,124138,2011,3.0,Petrol,Hatchback,1.2,Automatic,5.0,5.0,Euro 5,Unknown,Czech Republic
RENAULT MEGANE,2495,101347,2011,2.0,Petrol,Estate,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
FORD FOCUS,798,140599,2008,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
FORD FOCUS,8975,86500,2017,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,United States
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
BMW 1 SERIES,2999,107000,2009,5.0,Petrol,Hatchback,1.6,Automatic,3.0,4.0,Euro 4,Unknown,Germany
MERCEDES-BENZ C CLASS,2495,130000,2007,2.8075571177504393,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4,Unknown,Germany
SAAB 9-3,2299,67200,2003,3.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 3,full,Sweden
TOYOTA YARIS,1750,113500,2010,3.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 4,Unknown,Japan
MINI HATCH,3100,68160,2010,4.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,United Kingdom
TOYOTA AVENSIS,1595,106717,2006,3.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,Japan
HONDA CIVIC,2300,86276,2004,2.8075571177504393,Petrol Hybrid,Saloon,1.3,Manual,4.0,5.0,Euro 4,Unknown,Japan
VAUXHALL ASTRA,2495,75000,2006,2.0,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 4,full,United Kingdom
FORD FOCUS,1950,127569,2010,6.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
AUDI A3,1675,127000,2008,7.0,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,Germany
FORD FOCUS,798,140599,2008,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
PEUGEOT 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
FORD FOCUS,4449,89653,2012,3.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
RENAULT GRAND SCENIC,2495,98000,2010,2.8075571177504393,Petrol,MPV,1.4,Manual,5.0,7.0,Euro 5,Unknown,France
FORD MONDEO,1400,84000,1998,2.0,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 2,Unknown,United States
MERCEDES-BENZ C CLASS,3100,96123,2009,7.0,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,Unknown,Germany
MAZDA MAZDA 2,1995,95843,2011,6.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5,Unknown,Japan
HONDA JAZZ,1750,100500,2009,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
PEUGEOT 207,2075,82013,2011,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
VOLKSWAGEN TOURAN,1349,120000,2004,2.8075571177504393,Diesel,MPV,2.0,Manual,5.0,5.0,Euro 4,Unknown,Germany
MERCEDES-BENZ C CLASS,4250,120000,2008,2.8075571177504393,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4,Unknown,Germany
BMW 3 SERIES,5995,55000,2010,2.8075571177504393,Petrol,Convertible,2.0,Manual,2.0,4.0,Euro 5,Unknown,Germany
VAUXHALL INSIGNIA,2950,79000,2011,4.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
BMW 3 SERIES,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VOLKSWAGEN GOLF,3050,158000,2009,4.0,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 5,Unknown,Germany
MITSUBISHI ASX,4950,95000,2014,3.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,Unknown,Japan
HONDA JAZZ,1595,99000,2008,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
MINI HATCH,3945,108528,2012,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5,full,United Kingdom
FORD KA,889,65000,2003,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 3,Unknown,United States
PEUGEOT 207,2495,104000,2009,2.8075571177504393,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5,Unknown,France
VOLKSWAGEN GOLF,1795,50760,2002,2.8075571177504393,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,Unknown,Germany
FIAT GRANDE PUNTO,1600,69900,2007,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,full,Italy
MERCEDES-BENZ C CLASS,4149,115000,2008,5.0,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4,Unknown,Germany
VOLKSWAGEN BEETLE,2250,129111,2004,2.8075571177504393,Petrol,Convertible,2.0,Manual,2.0,4.0,Euro 4,Unknown,Germany
FORD FOCUS,2950,105000,2011,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
MINI HATCH,10000,46923,2017,3.0,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,Unknown,United Kingdom
MERCEDES-BENZ C CLASS,12450,64000,2015,5.0,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 6,full,Germany
ALFA ROMEO MITO,2450,92000,2010,6.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,Italy
VAUXHALL CORSA,1889,126000,2010,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,United Kingdom
LEXUS GS 300,1990,72000,1997,5.0,Petrol,Saloon,3.0,Automatic,4.0,5.0,Euro 2,Unknown,Japan
LAND ROVER FREELANDER,1000,81783,1999,2.0,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 2,Unknown,United Kingdom
VOLKSWAGEN POLO,2499,102000,2008,4.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,Germany
BMW 1 SERIES,2950,81000,2008,4.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,Germany
PEUGEOT 307,1700,56000,2007,3.0,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,full,France
FIAT GRANDE PUNTO,2290,25300,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 4,Unknown,Italy
FIAT PUNTO EVO,2495,81858,2011,4.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Italy
PEUGEOT 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
MINI HATCH,10000,46923,2017,3.0,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,Unknown,United Kingdom
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL ASTRA,2900,119035,2010,5.0,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5,Unknown,United Kingdom
RENAULT MEGANE,1995,102541,2009,3.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
VOLKSWAGEN POLO,2110,93930,2009,4.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Germany
TOYOTA YARIS,2390,35000,2005,2.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,Japan
VOLKSWAGEN POLO,3790,16300,2006,2.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
NISSAN ALMERA,1395,114987,2004,2.8075571177504393,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 3,Unknown,Japan
LEXUS IS 250,8899,118000,2015,1.0,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 5,Unknown,Japan
FIAT 500,2595,48000,2010,4.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,Unknown,Italy
VOLKSWAGEN PASSAT,2449,125000,2009,2.8075571177504393,Petrol,Saloon,1.4,Manual,4.0,5.0,Euro 4,Unknown,Germany
BMW 3 SERIES,1289,138000,2004,2.8075571177504393,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 4,Unknown,Germany
SEAT IBIZA,2799,99061,2011,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Spain
HONDA CIVIC,9198,78691,2018,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,Japan
PEUGEOT 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL CORSA,2050,88000,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
CHEVROLET CRUZE,2950,144000,2013,4.0,Petrol,Estate,1.8,Automatic,5.0,5.0,Euro 5,Unknown,United States
BMW 5 SERIES,4950,90000,2012,3.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5,Unknown,Germany
BMW 3 SERIES,2495,139000,2006,2.8075571177504393,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,Germany
MERCEDES-BENZ C CLASS,4449,94500,2011,2.8075571177504393,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,Unknown,Germany
HYUNDAI VELOSTER,3999,117000,2012,3.0,Petrol,Hatchback,1.6,Manual,4.0,4.0,Euro 5,Unknown,South Korea
AUDI A3,3480,117000,2009,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,Germany
MERCEDES-BENZ C CLASS,1889,127000,2007,2.8075571177504393,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 4,Unknown,Germany
FORD FUSION,1995,62359,2006,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United States
RENAULT GRAND SCENIC,1490,128600,2010,2.0,Diesel,MPV,1.5,Manual,5.0,7.0,Euro 5,Unknown,France
PEUGEOT 207,1299,87000,2008,5.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,France
BMW 3 SERIES,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL VECTRA,2495,93366,2008,6.0,Petrol,Hatchback,2.8,Automatic,5.0,5.0,Euro 4,Unknown,United Kingdom
AUDI A3,2975,88000,2008,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,Germany
VAUXHALL ASTRA,2495,99000,2007,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
HONDA JAZZ,2499,100000,2010,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Japan
VOLKSWAGEN POLO,1995,87500,2007,5.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
VAUXHALL CORSA,2399,53000,2008,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
PEUGEOT 207,1995,70000,2009,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,France
BMW 7 SERIES,7500,87000,2012,2.8075571177504393,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 208,4795,47000,2015,3.0,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 5,full,France
SUZUKI GRAND VITARA,2599,107575,2011,1.0,Petrol,SUV,1.6,Manual,3.0,5.0,Euro 5,full,Japan
VOLKSWAGEN POLO,2495,149000,2010,1.0,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 308,9149,55301,2016,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
ALFA ROMEO MITO,1750,130000,2010,4.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,Unknown,Italy
MERCEDES-BENZ C CLASS,5250,121700,2013,5.0,Petrol,Coupe,1.6,Automatic,2.0,4.0,Euro 5,full,Germany
MERCEDES-BENZ C CLASS,4995,100000,2011,2.8075571177504393,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 2008,7099,83000,2016,2.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
FORD FIESTA,1799,93796,2009,8.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,United States
VOLKSWAGEN POLO,2870,125392,2010,1.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 107,2050,83376,2010,3.0,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4,Unknown,France
TOYOTA COROLLA,1750,90000,2004,3.0,Petrol,Estate,1.6,Manual,5.0,5.0,Euro 4,Unknown,Japan
RENAULT SCENIC,1999,125000,2012,2.0,Petrol,MPV,1.6,Manual,5.0,5.0,Euro 5,Unknown,France
CITROEN C4,1950,100000,2007,4.0,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,Unknown,France
VAUXHALL CORSA,1950,93000,2012,4.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,United Kingdom
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
BMW 3 SERIES,2275,103383,2008,5.0,Petrol,Coupe,2.0,Manual,2.0,4.0,Euro 4,Unknown,Germany
VOLVO V50,1595,148642,2012,2.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 4,Unknown,Sweden
VAUXHALL CORSA,2450,109714,2012,5.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
MITSUBISHI COLT,1949,70000,2012,2.0,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5,Unknown,Japan
VOLKSWAGEN PASSAT,4200,90000,2011,3.0,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
AUDI A6 SALOON,1499,131724,2006,3.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,Germany
BMW 3 SERIES,4199,92000,2011,3.0,Petrol,Coupe,2.0,Automatic,2.0,4.0,Euro 5,Unknown,Germany
AUDI A3,2910,118500,2011,3.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,Unknown,Germany
HYUNDAI IX35,4280,105000,2012,2.8075571177504393,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,Unknown,South Korea
FORD FOCUS,798,140599,2008,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL CORSA,10698,22782,2020,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
BMW 3 SERIES,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
PEUGEOT 207,2390,78000,2010,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,France
PEUGEOT 207,2175,84000,2010,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,full,France
FIAT 500,4750,80000,2015,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6,Unknown,Italy
BMW 5 SERIES,4450,100000,2005,2.8075571177504393,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 4,Unknown,Germany
BMW 3 SERIES,2900,104499,2007,5.0,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 4,Unknown,Germany
VAUXHALL CORSA,4500,74010,2015,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,Unknown,United Kingdom
MERCEDES-BENZ C CLASS,4000,114401,2013,4.0,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 5,Unknown,Germany
VAUXHALL ASTRA,2995,98000,2012,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
MERCEDES-BENZ A CLASS,16997,60000,2019,2.8075571177504393,Diesel,Hatchback,1.5,Automatic,5.0,5.0,Euro 6,full,Germany
FORD FOCUS,1789,93000,2010,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United States
FORD FOCUS,798,140599,2008,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
BMW 3 SERIES,19800,69690,2019,1.0,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,Germany
SKODA FABIA,6900,70189,2016,3.0,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,Czech Republic
SEAT IBIZA,4895,66000,2012,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Spain
FORD FIESTA,975,97505,2003,4.0,Petrol,Hatchback,1.3,Manual,5.0,4.0,Euro 4,Unknown,United States
HYUNDAI IX20,4495,100000,2012,4.0,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5,Unknown,South Korea
BMW 3 SERIES,1499,99999,2005,2.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,Germany
FIAT DOBLO,2495,99000,2009,2.0,Petrol,Estate,1.4,Manual,5.0,2.0,Euro 4,Unknown,Italy
FORD FIESTA,3985,95601,2015,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 6,Unknown,United States
MERCEDES-BENZ CLK,2500,149000,2006,2.0,Diesel,Coupe,3.0,Automatic,2.0,4.0,Euro 4,Unknown,Germany
VOLKSWAGEN GOLF,4599,70000,2009,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Germany
FORD FIESTA,1189,135000,2004,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL INSIGNIA,2950,79000,2011,4.0,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
SKODA FABIA,6900,70189,2016,3.0,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,Czech Republic
PEUGEOT 308 SW,9600,56984,2016,4.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
BMW 3 SERIES,2500,138910,2003,9.0,Petrol,Convertible,2.5,Manual,2.0,4.0,Euro 3,Unknown,Germany
CITROEN C3,2495,55000,2005,2.8075571177504393,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,Unknown,France
FORD MUSTANG,5000,99350,2005,1.0,Petrol,Coupe,5.0,Automatic,2.0,4.0,Euro 6,Unknown,United States
HONDA JAZZ,2495,118000,2012,3.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Japan
